release_id,artist_id,artist_name,album_name,release_date,release_category,edition_type,era,genre
rel_23a8d8a08131,art_33feb546b198,Artists United Against Apartheid,Sun City: Artists United Against Apartheid (Deluxe Edition),1985-12-07,,,,
rel_5d0d3cd04d69,art_a6288c3d74f9,Bernie Worrell,Akashic Bassmatter: Arcane Codex,2025-06-26,,,,
rel_f258689a1c22,art_a6288c3d74f9,Bernie Worrell,Akashic Bassmatter: Dictionary of Spells (24 bit),2025-06-25,,,,
rel_77f620cb4d52,art_a6288c3d74f9,Bernie Worrell,All the Woo in the World,1978,original,standard,Classic P-Funk (1970–1981),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_a5ad6fd2968b,art_a6288c3d74f9,Bernie Worrell,Blacktronic Science,1993,original,standard,Comeback Era (1993–2004),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_3fbcdd14892b,art_a6288c3d74f9,Bernie Worrell,Boogaloo to the Beastie Boys,2004-08-24,,,,
rel_20c1741d367c,art_a6288c3d74f9,Bernie Worrell,Book of Woo Vol.1: Bill Laswell Mix Tape,2024-04-20,,,,
rel_94cc288e31ef,art_a6288c3d74f9,Bernie Worrell,Elevation - The Upper Air,2013,original,standard,Late Career (2005–2015),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_eb8f482c92ee,art_a6288c3d74f9,Bernie Worrell,Free Agent,1997,,,,
rel_1090285ed1b6,art_a6288c3d74f9,Bernie Worrell,Free Agent: A Spaced Odyssey,1997,original,standard,Comeback Era (1993–2004),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_5ad17c404548,art_a6288c3d74f9,Bernie Worrell,Funk Of Ages,1990,original,standard,Transition Era (1982–1992),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_7fbf6a68ff4d,art_a6288c3d74f9,Bernie Worrell,Funkcronomic,2016-06-10,,,,
rel_e7a4b7283a75,art_a6288c3d74f9,Bernie Worrell,Future-Blues,2023-09-05,,,,
rel_9acb62a69628,art_a6288c3d74f9,Bernie Worrell,I Don't Even Know,2010-02-11,,,,
rel_59f581e3dbda,art_a6288c3d74f9,Bernie Worrell,Improvisczario,2007,,,,
rel_ce4a29f094c5,art_a6288c3d74f9,Bernie Worrell,Live @ Frontier Ranch,2016,live,standard,Legacy Era (2016–present),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_f29972de8d7e,art_a6288c3d74f9,Bernie Worrell,Live At Lynagh's,2016,live,standard,Legacy Era (2016–present),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_a707f9527067,art_a6288c3d74f9,Bernie Worrell,One World Music,2012,,,,
rel_122a56ef0f90,art_a6288c3d74f9,Bernie Worrell,Phantom Sound Clash Cut-Up Method: Two,2014-10-07,original,standard,Late Career (2005–2015),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_c2fdb60d001d,art_a6288c3d74f9,Bernie Worrell,Pieces Of Woo: The Other Side,1993,original,standard,Comeback Era (1993–2004),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_728e2d2612dd,art_a6288c3d74f9,Bernie Worrell,Retrospectives,2016,original,standard,Legacy Era (2016–present),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_4d44fd6f11dc,art_a6288c3d74f9,Bernie Worrell,Spherical,2023-10-20,,,,
rel_ce465d91b51d,art_a6288c3d74f9,Bernie Worrell,Standards,2011-06-07,,,,
rel_439132679b7b,art_a6288c3d74f9,Bernie Worrell,Stomp-time Shuffle,2023-09-28,,,,
rel_3d4c2a06a788,art_a6288c3d74f9,Bernie Worrell,The Other Side,1991,,,,
rel_4d01f36d9b92,art_a6288c3d74f9,Bernie Worrell,True DAT!!,2002,,,,
rel_270af6035e3c,art_a6288c3d74f9,Bernie Worrell,Wave From The WOOniverse,2024-04-20,original,standard,Legacy Era (2016–present),"Funk, Jazz-Funk, P-Funk, Experimental"
rel_b428015c7ecb,art_a6288c3d74f9,Bernie Worrell,Wave From The WOOniverse,2024-06-28,,,,
rel_ea3abbbb44c7,art_a6288c3d74f9,Bernie Worrell,Worae,2017-11-22,,,,
rel_09d4f3b50062,art_8e4b4e9d5d4d,Bill Laswell,A Navel City / No One is There,2004-09-28,,,,
rel_ac789d1e4463,art_8e4b4e9d5d4d,Bill Laswell,A.P.C. Presents: Boniche Dub II,2012-07-16,,,,
rel_9ee7b463d404,art_8e4b4e9d5d4d,Bill Laswell,Active Resonance,2007-09-01,,,,
rel_514118478335,art_8e4b4e9d5d4d,Bill Laswell,"After Such Knowledge, What Forgiveness?",2016-04-29,,,,
rel_018071a786b2,art_8e4b4e9d5d4d,Bill Laswell,Aftermathematics,2007-04-23,,,,
rel_7bff7b1f1742,art_8e4b4e9d5d4d,Bill Laswell,Against Empire,2020-04-10,,,,
rel_085d5c07dc96,art_8e4b4e9d5d4d,Bill Laswell,Arc of the Testimony,2021-06-04,,,,
rel_5391f2c7a509,art_8e4b4e9d5d4d,Bill Laswell,Asana: Bliss,2008-07-01,,,,
rel_a35eee404a9a,art_8e4b4e9d5d4d,Bill Laswell,Baselines,1983-06-14,,,,
rel_d1b56c872adc,art_8e4b4e9d5d4d,Bill Laswell,Bass Terror,2018-09-03,,,,
rel_ceba97d86299,art_8e4b4e9d5d4d,Bill Laswell,Breath versus Beats,2023-08-18,,,,
rel_f5125af17f33,art_8e4b4e9d5d4d,Bill Laswell,Brutal Calling,2008-04-22,,,,
rel_08d372be0c43,art_8e4b4e9d5d4d,Bill Laswell,Charged Live,2002-10-29,,,,
rel_317a3684933c,art_8e4b4e9d5d4d,Bill Laswell,City of Light,2018-09-05,,,,
rel_a325e138598c,art_8e4b4e9d5d4d,Bill Laswell,Downstream Illusion,2007-09-01,,,,
rel_58301daeb750,art_8e4b4e9d5d4d,Bill Laswell,Dub Chamber 3,2000-04-25,,,,
rel_40ebeda07564,art_8e4b4e9d5d4d,Bill Laswell,Dub Meltdown,1993-07-14,,,,
rel_c4290fdea0aa,art_8e4b4e9d5d4d,Bill Laswell,Dubopera,2016-10-28,,,,
rel_82384fbda003,art_8e4b4e9d5d4d,Bill Laswell,Emerald Aether: Shape Shifting/Reconstructions Of Irish Music,2000-03-14,,,,
rel_c9018d971833,art_8e4b4e9d5d4d,Bill Laswell,Final Oscillations,2003,,,,
rel_17f97f3ad50f,art_8e4b4e9d5d4d,Bill Laswell,Future Primitive,2007-09-01,,,,
rel_3ceb307571b6,art_8e4b4e9d5d4d,Bill Laswell,Hashisheen : The End Of Law,1999,,,,
rel_4d0ad40fa31a,art_8e4b4e9d5d4d,Bill Laswell,Hear No Evil,1988-01-01,,,,
rel_7925263f9242,art_8e4b4e9d5d4d,Bill Laswell,Imaginary Cuba,1999-09-06,,,,
rel_bc8548d751ce,art_8e4b4e9d5d4d,Bill Laswell,In Dub,2015-01-01,,,,
rel_80552b7df0c9,art_8e4b4e9d5d4d,Bill Laswell,Incidents,2021-09-20,,,,
rel_842a028e9e89,art_8e4b4e9d5d4d,Bill Laswell,Into the Outlands,2001,,,,
rel_09fb0707fadf,art_8e4b4e9d5d4d,Bill Laswell,Jazzonia,1998-08-25,original,standard,Comeback Era (1993–2004),"Funk, Experimental, P-Funk"
rel_bfea790bdfdf,art_8e4b4e9d5d4d,Bill Laswell,Lodge,2008-03-11,,,,
rel_64dce3761af6,art_8e4b4e9d5d4d,Bill Laswell,Low Life,1987-05-12,,,,
rel_fc719a41e4be,art_8e4b4e9d5d4d,Bill Laswell,Means of Deliverance,2012-10-16,,,,
rel_4c492214e37e,art_8e4b4e9d5d4d,Bill Laswell,"Musso, Laswell and Carter Live At the Bowery Poetry Project 11/7/04",2007-09-01,,,,
rel_c4639bf0f7e9,art_8e4b4e9d5d4d,Bill Laswell,Nagual Site,1988-08-25,,,,
rel_ed7367175c40,art_8e4b4e9d5d4d,Bill Laswell,Nammu,2022-05-27,,,,
rel_692a8d09752e,art_8e4b4e9d5d4d,Bill Laswell,Nowstalgia,2018-01-16,,,,
rel_0147a7968792,art_8e4b4e9d5d4d,Bill Laswell,On Common Ground,2020-10-02,,,,
rel_2dafa29efad3,art_8e4b4e9d5d4d,Bill Laswell,One Down,2001,,,,
rel_c520be0beb95,art_8e4b4e9d5d4d,Bill Laswell,Outland,2023-10-13,,,,
rel_3e9e0a277be0,art_8e4b4e9d5d4d,Bill Laswell,Points Of Order,2001-10-30,,,,
rel_07c0c9effa25,art_8e4b4e9d5d4d,Bill Laswell,Psychonavigation,2024-09-26,,,,
rel_c43ba69370a2,art_8e4b4e9d5d4d,Bill Laswell,Re-Evolution,2007-09-01,,,,
rel_6545fc4cf8dc,art_8e4b4e9d5d4d,Bill Laswell,Realm Of Spells,2019-03-09,,,,
rel_9a2ab32a9ce7,art_8e4b4e9d5d4d,Bill Laswell,Robert Musso's Axiomatic with Bill Laswell,2012-03-22,,,,
rel_eff03c0403ce,art_8e4b4e9d5d4d,Bill Laswell,ROIR Dub Sessions,2003-11-18,,,,
rel_da1471ebd094,art_8e4b4e9d5d4d,Bill Laswell,Roots Tonic Meets Bill Laswell,2006-05-09,,,,
rel_e400c0c49788,art_8e4b4e9d5d4d,Bill Laswell,Sacred System Chapter One: Book Of Entrance,1996-04-30,,,,
rel_7454c285414a,art_8e4b4e9d5d4d,Bill Laswell,Sacred System Chapter Two,1997-09-27,,,,
rel_4665c758234a,art_8e4b4e9d5d4d,Bill Laswell,Sacred System: Book Of Exit / Dub Chamber 4,2002-10-29,,,,
rel_c80e46a0b694,art_8e4b4e9d5d4d,Bill Laswell,Second Nature (Remastered),1996-04-08,,,,
rel_0be3d8c01070,art_8e4b4e9d5d4d,Bill Laswell,Secret Life,2001,,,,
rel_93c59e448379,art_8e4b4e9d5d4d,Bill Laswell,Shy Angels,2002-02-15,,,,
rel_2acd57a10516,art_8e4b4e9d5d4d,Bill Laswell,Smoke + Glass,2019-07-25,,,,
rel_3d057f1aefc9,art_8e4b4e9d5d4d,Bill Laswell,SPENT,2009-01-13,,,,
rel_31f227881cef,art_8e4b4e9d5d4d,Bill Laswell,Surds 626 On 628,2015-04-14,,,,
rel_360a9bc7f951,art_8e4b4e9d5d4d,Bill Laswell,TAGNAWWIT - Holy Black Gnawa Trance,2016-12-09,,,,
rel_1c5a6ead1eaa,art_8e4b4e9d5d4d,Bill Laswell,Temporary Music (1979-1981),2001,,,,
rel_0316e2dbac71,art_8e4b4e9d5d4d,Bill Laswell,The Acid Lands,2020-10-15,,,,
rel_22be6b16c6a4,art_8e4b4e9d5d4d,Bill Laswell,TÃƒÂºwaqachi (The Fourth World),2012-11-27,,,,
rel_7df91bc870ad,art_8e4b4e9d5d4d,Bill Laswell,Version 2 Version: A Dub Transmission,2004-09-21,,,,
rel_b6cd6aaa3af9,art_8e4b4e9d5d4d,Bill Laswell,Virtual Current,2007-09-01,,,,
rel_1b63fe3911ea,art_8e4b4e9d5d4d,Bill Laswell,With A Heartbeat,2003,,,,
rel_5bdef7d09a86,art_8e4b4e9d5d4d,Bill Laswell,大変+2 remaster,2017-03-22,,,,
rel_7cddf6d7f2c8,art_f0c0850b10fd,Bill Laswell and Bootsy Collins,Bottom Jack: The Bass Project Volume Two,1995-09,original,standard,Comeback Era (1993–2004),"Funk, P-Funk, Boogie"
rel_3c11e972bf89,art_c2c66053c7da,Bootsy,The Official Boot-legged Bootsy CD,2008-01-01,,,,
rel_c7d7049fb062,art_c2c66053c7da,Bootsy,Ultra Wave,1980-11,original,standard,Classic P-Funk (1970–1981),"Funk, P-Funk, Boogie"
rel_b5510bde581f,art_8b0eaa82feb2,Bootsy Collins,8 Billion,2023-08-04,,,,
rel_7f6615853555,art_8b0eaa82feb2,Bootsy Collins,Active Resonance,2007-09-01,,,,
rel_545219582a50,art_8b0eaa82feb2,Bootsy Collins,After Last Night (sped up version),2022-11-16,,,,
rel_a5775b919329,art_8b0eaa82feb2,Bootsy Collins,After the Storm,2018-01-12,,,,
rel_51d2197c71fa,art_8b0eaa82feb2,Bootsy Collins,After the Storm (Pete Rock remix),2018-06-08,,,,
rel_83205a4ffd91,art_8b0eaa82feb2,Bootsy Collins,"Ahh...The Name Is Bootsy, Baby!",1977-01-15,original,standard,Classic P-Funk (1970–1981),"Funk, P-Funk, Boogie"
rel_a111fa1fd3b3,art_8b0eaa82feb2,Bootsy Collins,"Ahh...The Name Is Bootsy, Baby!",1977-01-15,,,,
rel_f7d4c7f0eb87,art_8b0eaa82feb2,Bootsy Collins,Album of the Year #1 Funkateer,2024,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_980a422d945d,art_8b0eaa82feb2,Bootsy Collins,Album of the Year #1 Funkateer,2025-04-11,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_ae442d326d8b,art_8b0eaa82feb2,Bootsy Collins,Album of the Year #1 Funkateer,2025-04-11,reissue,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_f28e1a17ec5d,art_8b0eaa82feb2,Bootsy Collins,Back in the Day: The Best of Bootsy,1994-08,compilation,standard,Comeback Era (1993–2004),"Funk, P-Funk, Boogie"
rel_ffa4cbb9b076,art_8b0eaa82feb2,Bootsy Collins,Back in the Day: The Best of Bootsy,1994-08-09,,,,
rel_8a134821b70f,art_8b0eaa82feb2,Bootsy Collins,Beautiful (Bootsy Collins Remix),2025-08-27,,,,
rel_3a116766530e,art_8b0eaa82feb2,Bootsy Collins,Bewise,2021-07-28,,,,
rel_a38d8e43a88a,art_8b0eaa82feb2,Bootsy Collins,Boot-A-Claus / Here 4 A Reason,2022,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_cc209fafa3fe,art_8b0eaa82feb2,Bootsy Collins,"Boot-A-Claus/Here 4 A Reason (Featuring: Baby Triggy, Garry G7 Jenkins, Dreion, Fantaazma, D-maub)",2022-12-16,,,,
rel_24ddfa784791,art_8b0eaa82feb2,Bootsy Collins,Boot-A-Claus: Here 4 A Reason,2022-12-16,,,,
rel_1b0f58b12ed5,art_8b0eaa82feb2,Bootsy Collins,Bootsy Brewski Boogie,2019-08-16,,,,
rel_2dbf3d0f0130,art_8b0eaa82feb2,Bootsy Collins,Bootsy's Play-Cation,2019-06-20,,,,
rel_960191d4af1d,art_8b0eaa82feb2,Bootsy Collins,Bootsy? Player Of The Year,1978-01-01,original,standard,Classic P-Funk (1970–1981),"Funk, P-Funk, Boogie"
rel_e65c367f9438,art_8b0eaa82feb2,Bootsy Collins,Bootsy? Player Of The Year,1978-01-01,,,,
rel_c9e338c05882,art_8b0eaa82feb2,Bootsy Collins,Bootzilla Records,2019-06-28,,,,
rel_9e1dee432a58,art_8b0eaa82feb2,Bootsy Collins,Christmas Is 4 Ever,2006-10-31,,,,
rel_406d072952b8,art_8b0eaa82feb2,Bootsy Collins,Cincinnati Black Music Walk Of Fame,2023-12-15,,,,
rel_16c3b30006cc,art_8b0eaa82feb2,Bootsy Collins,Classic Funk Songwriter Spotlight Series,2008,,,,
rel_eec603b6da10,art_8b0eaa82feb2,Bootsy Collins,Dance Burglar,2020-11-20,,,,
rel_8f410b1ba8d2,art_8b0eaa82feb2,Bootsy Collins,Dangerous,2025-02-28,,,,
rel_61455fd6f70d,art_8b0eaa82feb2,Bootsy Collins,Do the Freak,1998,,,,
rel_0dd14eb62174,art_8b0eaa82feb2,Bootsy Collins,Fear da Tiger,2005,,,,
rel_4a24ed28a843,art_8b0eaa82feb2,Bootsy Collins,Free Bucket,2025-10-31,,,,
rel_be7699604b1a,art_8b0eaa82feb2,Bootsy Collins,Freedom,2023-07-21,,,,
rel_c7b149474a58,art_8b0eaa82feb2,Bootsy Collins,Fresh Outta 'P' University,1997,original,standard,Comeback Era (1993–2004),"Funk, P-Funk, Boogie"
rel_99a1b0d0d4b4,art_8b0eaa82feb2,Bootsy Collins,Funk Alert! New & Unreleased: The Power of the One,2022-08-03,,,,
rel_b322e93ed7b8,art_8b0eaa82feb2,Bootsy Collins,Funk Not Fight,2023,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_108edafc22ef,art_8b0eaa82feb2,Bootsy Collins,Funk Not Fight,2023-05-12,,,,
rel_51232dea1c53,art_8b0eaa82feb2,Bootsy Collins,Funky And You Know It (Myd Remix),2024-04-05,,,,
rel_c7bcb2e27f4d,art_8b0eaa82feb2,Bootsy Collins,Game For Two (feat. Bootsy Collins),2022-06-17,,,,
rel_c6042800108b,art_8b0eaa82feb2,Bootsy Collins,Glory B Da' Funk's on Me!: The Bootsy Collins Anthology,2001-06-05,,,,
rel_0271fa76ce4f,art_8b0eaa82feb2,Bootsy Collins,Hip Hop @ Funk U,2011-04-08,,,,
rel_ebf35eed665c,art_8b0eaa82feb2,Bootsy Collins,Hip Hop Lollipop,2022,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_899a1a421520,art_8b0eaa82feb2,Bootsy Collins,Hip Hop Lollipop,2022-02-15,,,,
rel_91896839596d,art_8b0eaa82feb2,Bootsy Collins,HONEYSUCKLE NECKBONE,2023-03-15,,,,
rel_74f51e283b68,art_8b0eaa82feb2,Bootsy Collins,Hot Fun In The Summertime (2023 Mix) [Instrumental],2023-09-26,,,,
rel_a2e5a9739de9,art_8b0eaa82feb2,Bootsy Collins,How It Be (feat. Bootsy Collins),2022-09-22,,,,
rel_f2786ca18110,art_8b0eaa82feb2,Bootsy Collins,"I'm Leavin' U (Gotta Go, Gotta Go)",1997-08,,,,
rel_786aae0eed46,art_8b0eaa82feb2,Bootsy Collins,Is Anybody Out There?,2025-10-03,,,,
rel_635768d33401,art_8b0eaa82feb2,Bootsy Collins,JB's The Man,2020-01-30,,,,
rel_dd79f4da5cf9,art_8b0eaa82feb2,Bootsy Collins,JB's The Man (Extended Mix),2020-01-30,,,,
rel_563374e3fe62,art_8b0eaa82feb2,Bootsy Collins,JB's The Man (FRATTA Remix),2020-04-08,,,,
rel_0c182c4d5067,art_8b0eaa82feb2,Bootsy Collins,Keepin’ Dah Funk Alive 4-1995,1995,,,,
rel_50828110318d,art_8b0eaa82feb2,Bootsy Collins,K‐Yotic,2013-07-30,,,,
rel_d428c60995d0,art_8b0eaa82feb2,Bootsy Collins,Live in Baltimore 1978,1978-02-01,live,standard,Classic P-Funk (1970–1981),Funk
rel_e6ba858f6559,art_8b0eaa82feb2,Bootsy Collins,Live On Air Tonight,2022-07-23,,,,
rel_1a4dd93e876c,art_8b0eaa82feb2,Bootsy Collins,Live... Baltimore 1978,2017-12-08,,,,
rel_a78f033eba63,art_8b0eaa82feb2,Bootsy Collins,Message For Ya,2004-05-25,,,,
rel_848db643ec6e,art_8b0eaa82feb2,Bootsy Collins,Metal Health,2025-10-17,,,,
rel_9b9fc7f6868b,art_8b0eaa82feb2,Bootsy Collins,Monster Mash,2019-10-25,,,,
rel_8a825c56a6ea,art_8b0eaa82feb2,Bootsy Collins,Nobody Is Perfect,2021-11-12,,,,
rel_ebe21ca42c5d,art_8b0eaa82feb2,Bootsy Collins,Nobody Is Perfect Experience,2021-11-21,,,,
rel_f8466efbc6a9,art_8b0eaa82feb2,Bootsy Collins,Nothing but U on My Mind,2022-08-26,,,,
rel_93fa4f3a40ad,art_8b0eaa82feb2,Bootsy Collins,One Of These Days,2023-07-12,,,,
rel_5490c21555f9,art_8b0eaa82feb2,Bootsy Collins,Party Lick-A-Ble’s,1998,,,,
rel_48f87521daea,art_8b0eaa82feb2,Bootsy Collins,Party On Plastic,1988,,,,
rel_dcc155709a8d,art_8b0eaa82feb2,Bootsy Collins,Play With Bootsy,2002-11-19,original,standard,Comeback Era (1993–2004),"Funk, P-Funk, Boogie"
rel_122d34c0c000,art_8b0eaa82feb2,Bootsy Collins,Play With Bootsy,2002-11-19,reissue,standard,Comeback Era (1993–2004),"Funk, P-Funk, Boogie"
rel_d1b96a1c2133,art_8b0eaa82feb2,Bootsy Collins,Play With Bootsy (feat. Kelli Ali),2002,,,,
rel_7c01c092cc37,art_8b0eaa82feb2,Bootsy Collins,Play with Bootsy: A Tribute to the Funk,2002-09-23,,,,
rel_41f37c50d729,art_8b0eaa82feb2,Bootsy Collins,Pure Perfection,2024-08-02,,,,
rel_868de620e088,art_8b0eaa82feb2,Bootsy Collins,Rise United,2024-09-24,,,,
rel_fd8c0bb5f382,art_8b0eaa82feb2,Bootsy Collins,Rocketship,2022-09-30,,,,
rel_242b3cd8d8b6,art_8b0eaa82feb2,Bootsy Collins,Stayback (feat. Bootsy Collins) [Remix],2020-08-21,,,,
rel_a4049944c70c,art_8b0eaa82feb2,Bootsy Collins,Stayback (remix),2020-08-21,,,,
rel_5a19fe92a15b,art_8b0eaa82feb2,Bootsy Collins,Stretchin' Out In Bootsy's Rubber Band,1976,,,,
rel_73cecdeb5d14,art_8b0eaa82feb2,Bootsy Collins,"Supernatural Thing, Pt. 1",2022-08-27,,,,
rel_4749232816fb,art_8b0eaa82feb2,Bootsy Collins,Superstar,2023-08-01,,,,
rel_6b2e9eadfeb8,art_8b0eaa82feb2,Bootsy Collins,Tha Funk Capital of the World,2011-04-26,original,standard,Late Career (2005–2015),"Funk, P-Funk, Boogie"
rel_2ee5c81a82d0,art_8b0eaa82feb2,Bootsy Collins,Tha Funk Capital of the World,2011-04-25,,,,
rel_5e80e7f6909e,art_8b0eaa82feb2,Bootsy Collins,The Bottle,2023-05-18,,,,
rel_2176009a463f,art_8b0eaa82feb2,Bootsy Collins,The Godfather of Soul Train,2008-05-28,,,,
rel_9f0dd64e1852,art_8b0eaa82feb2,Bootsy Collins,The Greasy Beat Remixes,2010-02-03,,,,
rel_74774e4890a5,art_8b0eaa82feb2,Bootsy Collins,The Ickey Shuffle,2023-01-13,,,,
rel_0ec99da34d72,art_8b0eaa82feb2,Bootsy Collins,The InFluencers,2024-03-15,,,,
rel_48a50a443519,art_8b0eaa82feb2,Bootsy Collins,"The Influencers (Featuring: Fantaazma, Snoop Dogg, Dave Stewart, Westcoast Stone, Wiz Khalifa)",2024-03-15,,,,
rel_a3d1ed08ca9b,art_8b0eaa82feb2,Bootsy Collins,The JB's Tribute Pastor P,2024-10-25,,,,
rel_1c0023e754ca,art_8b0eaa82feb2,Bootsy Collins,"The One Giveth, The Count Taketh Away",1982-04-28,,,,
rel_67aa69b03d46,art_8b0eaa82feb2,Bootsy Collins,The Power of the One,2020-10-23,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_2699aee298a1,art_8b0eaa82feb2,Bootsy Collins,The Power of the One,2020-05-29,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_c9382c86ec74,art_8b0eaa82feb2,Bootsy Collins,The Power of the One,2020-10-23,,,,
rel_817a5f04ab0f,art_8b0eaa82feb2,Bootsy Collins,This Boot Is Made For Fonk-N,1979,original,standard,Classic P-Funk (1970–1981),"Funk, P-Funk, Boogie"
rel_ba99c37bbaec,art_8b0eaa82feb2,Bootsy Collins,Time For Some Action,2023-05-26,,,,
rel_ade23671bacc,art_8b0eaa82feb2,Bootsy Collins,Troops,2025-11-11,,,,
rel_9d2957847423,art_8b0eaa82feb2,Bootsy Collins,Ultra Wave,1980-10-14,original,standard,Classic P-Funk (1970–1981),"Funk, P-Funk, Boogie"
rel_04efa1dafcaa,art_8b0eaa82feb2,Bootsy Collins,We Outta B Funkin’,2023-12-15,,,,
rel_06d9592e6c9c,art_8b0eaa82feb2,Bootsy Collins,We Play the Funk (Slynk Remix),2023-01-27,,,,
rel_1c445b56916c,art_8b0eaa82feb2,Bootsy Collins,Weapon of Choice (KiNK Remixes),2021-07-02,,,,
rel_0417d4905cdb,art_8b0eaa82feb2,Bootsy Collins,What's Bootsy Doin'?,1988,original,standard,Transition Era (1982–1992),"Funk, P-Funk, Boogie"
rel_faa00bfb8fe4,art_8b0eaa82feb2,Bootsy Collins,What's Bootsy Doin'?,1988-03-07,original,standard,Transition Era (1982–1992),"Funk, P-Funk, Boogie"
rel_095550ea936d,art_8b0eaa82feb2,Bootsy Collins,World Wide Funk,2017-10,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_37c12381099b,art_8b0eaa82feb2,Bootsy Collins,World Wide Funk,2017-10-27,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_34fcb54f3d94,art_8b0eaa82feb2,Bootsy Collins,World Wide Funk,2017-10-27,reissue,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_3bdf88364f93,art_8b0eaa82feb2,Bootsy Collins,Worth My While,2017,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_ef996981805e,art_8b0eaa82feb2,Bootsy Collins,Worth My While,2018-02-16,,,,
rel_5de0c0bebd0e,art_8b0eaa82feb2,Bootsy Collins,X Moves,2021-04-09,,,,
rel_edc1f6785759,art_5b47ab2d302b,Bootsy Collins & Bernie Worrell,Friday,1995-04-11,original,standard,Comeback Era (1993–2004),"Funk, P-Funk, Boogie"
rel_3cb64eead0f8,art_ac9f54863349,Bootsy Collins & Bootsy's New Rubber Band,"Keepin' Dah Funk ""Alive"" 4-1995",1995,,,,
rel_7922dfe7baec,art_c66a42576b2e,Bootsy Collins / Bootsy's New Rubber Band,Keepin' Dah Funk Alive 4-1995,1994-12-06,live,standard,Comeback Era (1993–2004),"Funk, P-Funk, Boogie"
rel_d230dfb8ecca,art_d827cfc7bae0,Bootsy Collins And The New Rubber Band,Live In Concert 1998,2005-05-29,live,standard,Late Career (2005–2015),"Funk, P-Funk, Boogie"
rel_321cf970f43e,art_20c161c7ada5,"Bootsy Collins, Bernie Worrell",Moog (Original Film Soundtrack),2004-01-01,original,standard,Comeback Era (1993–2004),"Funk, P-Funk, Boogie"
rel_20d900db759a,art_f7913c04f0a6,"Bootsy Collins, BlvckSeeds, Dru Down, Mr. Talkbox",World Wide Funk,2017-10-27,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_d285cacd99e7,art_b8039a892d8b,"Bootsy Collins, Bootsy Collins’ New Rubber Band, Brandon ""TAZ"" Niederauer",Funk Alert! New & Unreleased: The Power of the One,2022-08-03,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_845e769009f2,art_66a8489a1cdb,"Bootsy Collins, Branford Marsalis, Danielle René Withers, Victor Wooten",The Power of the One,2020-05-29,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_af0fa6b57298,art_29e960488097,"Bootsy Collins, Christian McBride, Brother Nature",The Power of the One,2020-05-29,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_df38d4495c2c,art_65471f2b4510,"Bootsy Collins, Ellis Hall",The Power of the One,2020-05-29,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_cf3ce2d5f90c,art_518155b47ad7,"Bootsy Collins, Ellis Hall, Cornell West, EmiSunshine, Victor Wooten",The Power of the One,2020-05-29,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_0c7cc4d4a39c,art_aaae55b61d6d,"Bootsy Collins, Emmaline",The Power of the One,2020-05-29,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_18d53be74cfe,art_31bd0fb9e6b9,"Bootsy Collins, Frankie ""Kash"" Waddy, Christian McBride, Emmaline",The Power of the One,2020-05-29,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
rel_a85d15f6ef41,art_f740d341d0d2,"Bootsy Collins, Gary Chandler, Jason Wilson, Pretty-Fatt",What's Bootsy Doin'?,1988-03-07,original,standard,Transition Era (1982–1992),"Funk, P-Funk, Boogie"
rel_d59bd81b6935,art_ef31e7422d3e,"Bootsy Collins, George Benson, The Williams Singers",The Power of the One,2020-05-29,original,standard,Legacy Era (2016–present),"Funk, P-Funk, Boogie"
